Date,Depth_per_day
2019-07-31,4203.654945581736
2019-08-01,4127.180369310549
2019-08-02,4039.6894602196408
2019-08-03,4039.6894602196408
2019-08-04,4273.360909359553
2019-08-05,4273.360909359553
2019-08-06,4273.360909359553
2019-08-07,4314.739856727974
2019-08-08,4314.739856727974
2019-08-09,4364.45590611069
2019-08-10,4371.091425990284
2019-08-11,4360.263457066865
2019-08-12,4286.733154036562
2019-08-13,4367.031661499249
2019-08-14,4367.031661499249
2019-08-15,4940.954140898819
2019-08-16,4603.681413626091
2019-08-17,5141.681413626091
2019-08-18,5202.577517522195
2019-08-19,5199.2378357478465
2019-08-20,5291.076404939469
2019-08-21,5404.727567730167
2019-08-22,5726.578246463198
2019-08-23,5993.80046868542
2019-08-24,6508.500468685421
2019-08-25,6525.754436939389
2019-08-26,6712.877966351153
2019-08-27,6712.877966351153
2019-08-28,7235.100188573376
2019-08-29,7311.042217558883
2019-08-30,7402.7029318445975
2019-08-31,7703.343552851497
2019-09-01,7703.343552851497
2019-09-02,7990.107838565783
2019-09-03,8280.385616343561
2019-09-04,7927.5066841646285
2019-09-05,8224.219065918676
2019-09-06,8034.329632928986
2019-09-07,8124.5988636982165
2019-09-08,8124.5988636982165
2019-09-09,7718.884577983931
2019-09-10,7718.884577983931
2019-09-11,7451.6623557617095
2019-09-12,7451.6623557617095
2019-09-13,7154.471879571232
2019-09-14,7283.145442789623
2019-09-15,7115.620442789624
2019-09-16,6767.529533698715
2019-09-17,6735.807311476492
2019-09-18,6523.360758029939
2019-09-19,6523.360758029939
2019-09-20,6485.958972315653
2019-09-21,6263.208972315653
2019-09-22,6045.106633134366
2019-09-23,6125.085799801033
2019-09-24,6331.150951316185
2019-09-25,6468.612489777724
2019-09-26,6519.138439679215
2019-09-27,6677.513439679215
2019-09-28,6180.013439679215
2019-09-29,6697.8105411284905
2019-09-30,6781.134472752422
2019-10-01,6631.598758466707
2019-10-02,6711.598758466707
2019-10-03,6540.498758466708
2019-10-04,6411.362593257046
2019-10-05,6411.934482360849
2019-10-06,6435.525160604624
2019-10-07,6435.525160604624
2019-10-08,6132.508631679004
2019-10-09,6170.404927975301
2019-10-10,6170.404927975301
2019-10-11,6170.404927975301
2019-10-12,6028.449799770172
2019-10-13,6028.449799770172
2019-10-14,5890.419463215661
2019-10-15,5890.419463215661
2019-10-16,5644.103673741977
2019-10-17,5623.196500746197
2019-10-18,5623.196500746197
2019-10-19,5847.267929317625
2019-10-20,5598.086846097363
2019-10-21,5598.086846097363
2019-10-22,5460.625307635824
2019-10-23,5460.625307635824
2019-10-24,5416.108066256515
2019-10-25,5594.108066256515
2019-10-26,5584.666466189914
2019-10-27,6394.381706831626
2019-10-28,6261.691045112392
2019-10-29,6261.691045112392
2019-10-30,5970.330764960446
2019-10-31,5970.330764960446
2019-11-01,5970.330764960446
2019-11-02,5970.330764960446
2019-11-03,5746.259336389017
2019-11-04,5591.813232492913
2019-11-05,5591.813232492913
2019-11-06,6013.384661064341
2019-11-07,5432.260813897016
2019-11-08,5215.9092987455015
2019-11-09,5288.756293281021
2019-11-10,5441.784864709592
2019-11-11,5765.48859177331
2019-11-12,6344.11359177331
2019-11-13,6344.11359177331
2019-11-14,6344.11359177331
2019-11-15,6235.483156990701
2019-11-16,6465.636267038548
2019-11-17,6465.636267038548
2019-11-18,6555.6105844216245
2019-11-19,6558.952387204444
2019-11-20,7006.989937949379
2019-11-21,6077.19799426373
2019-11-22,6199.172942503896
2019-11-23,6672.061025316306
2019-11-24,7161.661100731088
2019-11-25,7613.027091069252
2019-11-26,8192.496788038949
2019-11-27,8309.58956308
2019-11-28,8517.881538961261
2019-11-29,8672.696477645764
2019-11-30,8539.474255423544
2019-12-01,8801.366393175329
2019-12-02,9260.379069231667
2019-12-03,9260.379069231667
2019-12-04,9315.887850593675
2019-12-05,8815.015301574067
2019-12-06,8927.515301574067
2019-12-07,7897.579907801173
2019-12-08,8270.213607434873
2019-12-09,8874.751702672967
2019-12-10,8929.618369339634
2019-12-11,8929.618369339634
2019-12-12,8690.030134045517
2019-12-13,8367.743037271324
2019-12-14,8143.854148382435
2019-12-15,8237.971795441259
2019-12-16,8084.943224012687
2019-12-17,8209.911645065318
2019-12-18,8217.920735974409
2019-12-19,8234.4303011918
2019-12-20,8234.4303011918
2019-12-21,8037.472692237287
2019-12-22,7974.844487109082
2019-12-23,8023.108223372818
2019-12-24,8023.108223372818
2019-12-25,7715.374890039486
2019-12-26,7715.374890039486
2019-12-27,7715.374890039486
2019-12-28,7715.374890039486
2019-12-29,8063.589175753771
2019-12-30,8049.013418178013
2019-12-31,7966.625322939918
2020-01-01,7966.625322939918
2020-01-02,7966.625322939918
2020-01-03,7793.279169093765
2020-01-04,8094.779169093765
2020-01-05,8235.796712953414
2020-01-06,7693.234840043715
2020-01-07,8201.245124375233
2020-01-08,7921.55141316959
2020-01-09,8179.745632236528
2020-01-10,8351.272759480868
2020-01-11,8393.5959918041
2020-01-12,8260.100439163969
2020-01-13,8061.81282011635
2020-01-14,9614.839486783017
2020-01-15,9776.280928224458
2020-01-16,9174.579891040303
2020-01-17,9356.118373901909
2020-01-18,10340.351436232531
2020-01-19,10874.451436232532
2020-01-20,10420.223366057093
2020-01-21,10420.223366057093
2020-01-22,10358.256699390426
2020-01-23,10577.113842247569
2020-01-24,10531.728521146651
2020-01-25,10126.455199912532
2020-01-26,9879.374260560047
2020-01-27,10355.972953370505
2020-01-28,10751.054203370504
2020-01-29,11302.661906451736
2020-01-30,11112.090477880309
2020-01-31,11030.51076773538
2020-02-01,10497.945832670446
2020-02-02,10596.170322466363
2020-02-03,10551.263471750617
2020-02-04,11013.859132500125
2020-02-05,11378.708530895847
2020-02-06,10899.256354928075
2020-02-07,10886.261460721853
2020-02-08,11045.470719981113
2020-02-09,10739.018790156551
2020-02-10,10541.237540156551
2020-02-11,10698.793095712106
2020-02-12,11119.880419655768
2020-02-13,11119.880419655768
2020-02-14,10428.719022562718
2020-02-15,10711.325083168778
2020-02-16,10459.570304614
2020-02-17,10459.570304614
2020-02-18,10409.687951672824
2020-02-19,9868.721285006157
2020-02-20,9816.931811321947
2020-02-21,10176.203416260218
2020-02-22,9916.75456741137
2020-02-23,9916.75456741137
2020-02-24,9134.326814771852
2020-02-25,8953.410148105186
2020-02-26,9609.182868147123
2020-02-27,9261.987680710447
2020-02-28,9157.07951367423
2020-02-29,9107.599140625109
2020-03-01,8797.121420277823
2020-03-02,8500.218642500045
2020-03-03,8648.153615802867
2020-03-04,8974.768121297373
2020-03-05,9558.053835583087
2020-03-06,9554.463973831935
2020-03-07,10194.513293559827
2020-03-08,9176.113293559825
2020-03-09,9176.113293559825
2020-03-10,9030.066781931919
2020-03-11,8998.122337487475
2020-03-12,8961.63566159506
2020-03-13,8706.88566159506
2020-03-14,8629.833030016114
2020-03-15,8519.761601444685
2020-03-16,8519.761601444685
2020-03-17,8483.597808341237
2020-03-18,8107.0978083412365
2020-03-19,7959.159713103141
2020-03-20,7961.621834315262
2020-03-21,7172.237218930647
2020-03-22,7123.992622798679
2020-03-23,7540.768133002761
2020-03-24,6908.71051765858
2020-03-25,6908.71051765858
2020-03-26,6889.984759368465
2020-03-27,6787.360553019259
2020-03-28,6787.360553019259
2020-03-29,6536.071551857819
2020-03-30,6536.071551857819
2020-03-31,6765.462856205645
2020-04-01,6765.462856205645
2020-04-02,6920.068916811706
2020-04-03,6642.818036530016
2020-04-04,6302.615060980575
2020-04-05,6411.826282005883
2020-04-06,6578.681687875916
2020-04-07,6628.913032644958
2020-04-08,6786.448746930672
2020-04-09,7099.547662919832
2020-04-10,7167.125127708565
2020-04-11,7249.175127708564
2020-04-12,7349.529294375231
2020-04-13,7430.801940647877
2020-04-14,7623.801940647877
2020-04-15,7623.801940647877
2020-04-16,6962.551940647877
2020-04-17,6852.432893028829
2020-04-18,6910.448044543981
2020-04-19,6204.481942849066
2020-04-20,6241.844985035637
2020-04-21,6241.844985035637
2020-04-22,6241.844985035637
2020-04-23,6349.639856830509
2020-04-24,6263.506616998812
2020-04-25,6452.913543405739
2020-04-26,6806.82263431483
2020-04-27,6806.82263431483
2020-04-28,6553.211523203719
2020-04-29,6456.544856537052
2020-04-30,6456.544856537052
2020-05-01,5806.544856537052
2020-05-02,5806.544856537052
2020-05-03,5806.544856537052
2020-05-04,5806.544856537052
2020-05-05,5769.6741668818795
2020-05-06,5615.0681062758185
2020-05-07,5457.532391990105
2020-05-08,5019.98693744465
2020-05-09,4941.463860521573
2020-05-10,4748.463860521573
2020-05-11,4748.463860521573
2020-05-12,4632.0535052153555
2020-05-13,4632.0535052153555
2020-05-14,4632.0535052153555
2020-05-15,4963.8035052153555
2020-05-16,4852.224557846934
2020-05-17,4852.224557846934
2020-05-18,4641.770012392389
2020-05-19,4576.414749234494
2020-05-20,4576.414749234494
2020-05-21,4447.9552897750345
2020-05-22,4340.3927897750345
2020-05-23,4198.4271009327085
2020-05-24,4198.4271009327085
2020-05-25,4198.4271009327085
2020-05-26,4055.1690364165797
2020-05-27,4364.476728724272
2020-05-28,4032.726728724272
2020-05-29,3954.538049478989
2020-05-30,4137.728525669465
2020-05-31,4037.3743590027984
2020-06-01,3996.2147845347135
2020-06-02,3888.4199127398415
2020-06-03,3888.4199127398415
2020-06-04,3888.4199127398415
2020-06-05,3819.255978313612
2020-06-06,3819.255978313612
2020-06-07,3737.6430750878058
2020-06-08,3737.6430750878058
2020-06-09,3737.6430750878058
2020-06-10,3428.3353827801134
2020-06-11,3266.5991082703094
2020-06-12,3266.5991082703094
2020-06-13,3228.776678363767
2020-06-14,3167.3400586454572
2020-06-15,3167.3400586454572
2020-06-16,3167.3400586454572
2020-06-17,3167.3400586454572
2020-06-18,3103.3061603403726
2020-06-19,3183.9103270070395
2020-06-20,3328.7801511703974
2020-06-21,3311.6028140317926
2020-06-22,3832.6451217241
2020-06-23,4372.58350200579
2020-06-24,4314.568350490639
2020-06-25,4370.346128268417
2020-06-26,4370.346128268417
2020-06-27,4675.25122086101
2020-06-28,4757.272497456754
2020-06-29,4757.272497456754
2020-06-30,4865.137362321619
2020-07-01,5085.64955744357
2020-07-02,4599.27455744357
2020-07-03,4599.27455744357
2020-07-04,4599.27455744357
2020-07-05,4599.27455744357
2020-07-06,4599.27455744357
2020-07-07,4800.857890776903
2020-07-08,4800.857890776903
2020-07-09,4800.857890776903
2020-07-10,4800.857890776903
2020-07-11,4800.857890776903
2020-07-12,4747.573680250587
2020-07-13,4541.223680250588
2020-07-14,4552.911180250588
2020-07-15,4552.911180250588
2020-07-16,4522.101364299668
2020-07-17,4628.045808744112
2020-07-18,4628.045808744112
2020-07-19,5080.661193359497
2020-07-20,4464.685002883306
2020-07-21,4568.137383835687
2020-07-22,4568.137383835687
2020-07-23,4634.700702083266
2020-07-24,5033.162240544804
2020-07-25,5118.928474311038
2020-07-26,5118.928474311038
2020-07-27,5514.65574703831
2020-07-28,5514.65574703831
2020-07-29,5514.65574703831
2020-07-30,5514.65574703831
2020-07-31,5533.45191997457
2020-08-01,5485.237542567638
2020-08-02,5407.431681761777
2020-08-03,5978.9657954741515
2020-08-04,6172.563881598554
2020-08-05,6306.397214931887
2020-08-06,6680.106976481812
2020-08-07,6730.7713948337305
2020-08-08,6643.428841924535
2020-08-09,7323.351190409383
2020-08-10,7598.998917682111
2020-08-11,8639.175840759033
2020-08-12,9428.483533066727
2020-08-13,9591.0386184308
2020-08-14,8609.1011184308
2020-08-15,9492.877010240421
2020-08-16,9378.843396795042
2020-08-17,9459.216342125615
2020-08-18,9609.343425458948
2020-08-19,9438.560816763296
2020-08-20,9951.843391331586
2020-08-21,9977.996253284447
2020-08-22,9749.277568963305
2020-08-23,9878.933818963305
2020-08-24,9960.607654088752
2020-08-25,10188.099562180661
2020-08-26,10632.016228847328
2020-08-27,10236.561683392782
2020-08-28,9984.212477043575
2020-08-29,9802.212477043575
2020-08-30,9891.260096091195
2020-08-31,9891.260096091195
2020-09-01,9672.520965656411
2020-09-02,9338.68330331875
2020-09-03,8642.368640985778
2020-09-04,8718.99159180545
2020-09-05,8291.527489241347
2020-09-06,8392.798322574681
2020-09-07,8543.525595301953
2020-09-08,8690.051236327594
2020-09-09,8642.858928635287
2020-09-10,8380.966931743289
2020-09-11,9092.87943174329
2020-09-12,7966.053853304439
2020-09-13,8240.803853304438
2020-09-14,7673.894762395348
2020-09-15,7629.976157744185
2020-09-16,7629.976157744185
2020-09-17,7629.976157744185
2020-09-18,7679.292613440388
2020-09-19,7748.305294599808
2020-09-20,7504.156118447013
2020-09-21,7590.756118447013
2020-09-22,7922.732308923204
2020-09-23,8810.732308923203
2020-09-24,8810.732308923203
2020-09-25,8681.076058923203
2020-09-26,8467.167328764473
2020-09-27,8988.467328764473
2020-09-28,8939.070683742828
2020-09-29,8594.089331761477
2020-09-30,8768.817448184993
2020-10-01,9044.701956732
2020-10-02,9344.125708418911
2020-10-03,9403.111623911867
2020-10-04,9767.191111091355
2020-10-05,9930.708352470665
2020-10-06,9628.685096656713
2020-10-07,9573.964937008153
2020-10-08,9471.364748000093
2020-10-09,9582.402272687388
2020-10-10,9798.171503456619
2020-10-11,10170.33132750354
2020-10-12,9846.364660836873
2020-10-13,10487.927818731609
2020-10-14,9893.50982931362
2020-10-15,10280.252253556044
2020-10-16,11116.968022213616
2020-10-17,10490.981180108352
2020-10-18,10258.043680108352
2020-10-19,10258.043680108352
2020-10-20,10238.476428646365
2020-10-21,10238.476428646365
2020-10-22,10238.476428646365
2020-10-23,10161.50921553161
2020-10-24,11433.317628857416
2020-10-25,10453.282509809796
2020-10-26,10401.555237082523
2020-10-27,10747.117018691719
2020-10-28,10771.692776267477
2020-10-29,10649.014204838904
2020-10-30,10231.860358685059
2020-10-31,10231.860358685059
2020-11-01,10046.64296738071
2020-11-02,10699.64296738071
2020-11-03,10648.08046738071
2020-11-04,9446.188040530453
2020-11-05,9329.126525991394
2020-11-06,9181.427607722164
2020-11-07,9696.114227981554
2020-11-08,9240.185656552982
2020-11-09,10003.650609728462
2020-11-10,10259.26433253406
2020-11-11,10269.049488519051
2020-11-12,10736.751133540696
2020-11-13,11233.580929952013
2020-11-14,11387.028715499799
2020-11-15,11831.783260954344
2020-11-16,12129.2388165099
2020-11-17,12785.929479647932
2020-11-18,13276.129479647932
2020-11-19,12755.521422330572
2020-11-20,13185.021422330572
2020-11-21,13056.258264435835
2020-11-22,12982.258264435835
2020-11-23,12982.258264435835
2020-11-24,12982.258264435835
2020-11-25,12898.060187512758
2020-11-26,12598.63970552686
2020-11-27,12260.094250981407
2020-11-28,11798.808536695691
2020-11-29,10945.226596997962
2020-11-30,9911.143610267916
2020-12-01,10425.128458752766
2020-12-02,10909.12411092668
2020-12-03,10902.485657426156
2020-12-04,11014.057085997585
2020-12-05,11014.057085997585
2020-12-06,10746.279308219808
2020-12-07,10534.571548175778
2020-12-08,10534.571548175778
2020-12-09,10217.9158705201
2020-12-10,10315.723357151117
2020-12-11,10843.868595246355
2020-12-12,9510.620218622978
2020-12-13,9317.920068235731
2020-12-14,8683.790412169621
2020-12-15,9224.057078836287
2020-12-16,9871.24511302432
2020-12-17,9611.64859734488
2020-12-18,9506.581603880826
2020-12-19,9109.709809009031
2020-12-20,9109.709809009031
2020-12-21,9764.996573714914
2020-12-22,9233.996573714914
2020-12-23,9208.259199977541
2020-12-24,8977.079012282025
2020-12-25,9209.537345615357
2020-12-26,9510.303231902983
2020-12-27,9510.303231902983
2020-12-28,9298.043972643723
2020-12-29,8851.774854996665
2020-12-30,8779.101503348313
2020-12-31,8379.634836681647
2021-01-01,8776.414721739118
2021-01-02,8776.414721739118
2021-01-03,8891.28428695651
2021-01-04,9219.526711198934
2021-01-05,9633.538475904816
2021-01-06,10075.538475904816
2021-01-07,10026.094031460372
2021-01-08,10338.646539297362
2021-01-09,9228.848920249744
2021-01-10,9742.283971128649
2021-01-11,9997.408971128649
2021-01-12,10140.724801849652
2021-01-13,10849.073177918028
2021-01-14,11017.446681865062
2021-01-15,11309.765057933437
2021-01-16,11470.871180382417
2021-01-17,11669.432733249007
2021-01-18,11741.65597632005
2021-01-19,11481.366012255146
2021-01-20,11629.866082077797
2021-01-21,12105.134634953492
2021-01-22,12714.823818319146
2021-01-23,13283.782574079514
2021-01-24,13480.924638285935
2021-01-25,14248.524638285935
2021-01-26,13784.706456467753
2021-01-27,13916.924072573202
2021-01-28,13504.590739239868
2021-01-29,13677.194918394047
2021-01-30,13681.721055168427
2021-01-31,13460.640413749505
2021-02-01,13495.323420285453
2021-02-02,14123.34086450452
2021-02-03,13682.732168852346
2021-02-04,13978.931409839062
2021-02-05,14159.249056897886
2021-02-06,13852.102700476531
2021-02-07,13919.194654499519
2021-02-08,13633.17248582482
2021-02-09,12975.227664732542
2021-02-10,12825.857967762844
2021-02-11,13012.48764690723
2021-02-12,13818.759441779024
2021-02-13,12863.477623597206
2021-02-14,12369.477623597206
2021-02-15,12013.337512811933
2021-02-16,11631.564785539207
2021-02-17,11687.689785539207
2021-02-18,12239.02311887254
2021-02-19,12637.861886988481
2021-02-20,11890.672998099593
2021-02-21,11777.17604688008
2021-02-22,11519.435519760142
2021-02-23,11115.157741982364
2021-02-24,11522.958042794096
2021-02-25,11590.898518984572
2021-02-26,11404.751460161042
2021-02-27,11171.806964323854
2021-02-28,11049.66186628464
2021-03-01,11100.13408850686
2021-03-02,11100.13408850686
2021-03-03,10570.161011583785
2021-03-04,10516.878468246801
2021-03-05,10012.878468246801
2021-03-06,10613.941626141537
2021-03-07,10113.631854864605
2021-03-08,10188.766183222815
2021-03-09,10963.53257614362
2021-03-10,10455.968747618675
2021-03-11,10432.917619799126
2021-03-12,10400.802313676677
2021-03-13,10400.802313676677
2021-03-14,10740.79646572346
2021-03-15,10495.050632390128
2021-03-16,10434.951041240536
2021-03-17,10372.531849321344
2021-03-18,10420.147849321344
2021-03-19,10217.934314959493
2021-03-20,10653.434314959493
2021-03-21,10247.520439361406
2021-03-22,10321.7910275967
2021-03-23,9789.77991648559
2021-03-24,10189.124002507095
2021-03-25,9949.884784178254
2021-03-26,9816.989261790195
2021-03-27,9614.003150679084
2021-03-28,8765.295341821275
2021-03-29,8271.65897818491
2021-03-30,8220.003805771117
2021-03-31,7882.932955568689
2021-04-01,8289.245455568689
2021-04-02,8858.745455568689
2021-04-03,8547.640192410794
2021-04-04,8547.640192410794
2021-04-05,8489.666166436768
2021-04-06,8206.628447138522
2021-04-07,7924.437970948046
2021-04-08,8393.088997341009
2021-04-09,7712.636616388627
2021-04-10,7865.410556254852
2021-04-11,7440.025940870237
2021-04-12,7440.025940870237
2021-04-13,6863.240226584522
2021-04-14,7243.833633177929
2021-04-15,6722.910598847918
2021-04-16,7025.327187850714
2021-04-17,5779.327621059042
2021-04-18,6177.034845537462
2021-04-19,6320.3083869214515
2021-04-20,6427.627524240588
2021-04-21,6544.283920132279
2021-04-22,6468.387368408141
2021-04-23,6539.875373458645
2021-04-24,7360.678614199386
2021-04-25,7819.2623082830805
2021-04-26,7810.570000590773
2021-04-27,7682.208298463113
2021-04-28,8102.636869891685
2021-04-29,7256.55115560597
2021-04-30,7787.460246515061
2021-05-01,7258.460246515061
2021-05-02,7217.088817943632
2021-05-03,6542.700431062776
2021-05-04,6542.700431062776
2021-05-05,5992.365113602458
2021-05-06,5925.27315957947
2021-05-07,5326.14658466185
2021-05-08,5943.458922324188
2021-05-09,6578.595827086093
2021-05-10,6369.960619417418
2021-05-11,6577.579667036465
2021-05-12,6704.303443260241
2021-05-13,6800.6549700440255
2021-05-14,7295.109515498571
2021-05-15,7219.975187140362
2021-05-16,6766.553034580279
2021-05-17,6947.811537981639
2021-05-18,7174.049431230137
2021-05-19,7254.465015645722
2021-05-20,7761.490423994179
2021-05-21,8307.490423994179
2021-05-22,8261.396234977576
2021-05-23,8110.4783151780775
2021-05-24,7623.2498139495765
2021-05-25,8123.4316321313945
2021-05-26,7628.043753343515
2021-05-27,7628.043753343515
2021-05-28,7917.021531121293
2021-05-29,7527.08819778796
2021-05-30,7419.3104200101825
2021-05-31,7361.1437533435155
2021-06-01,6641.086534092179
2021-06-02,6433.467486473131
2021-06-03,6351.729391235036
2021-06-04,6351.729391235036
2021-06-05,6781.911209416854
2021-06-06,6950.104391235036
2021-06-07,6950.104391235036
2021-06-08,6647.8351604658055
2021-06-09,6350.361476255279
2021-06-10,7061.877805540029
2021-06-11,6125.082106615298
2021-06-12,6125.082106615298
2021-06-13,6234.412143245334
2021-06-14,6360.184870518062
2021-06-15,6023.799402374165
2021-06-16,6571.625242710299
2021-06-17,6385.005619803518
2021-06-18,7089.256810279709
2021-06-19,6898.514609951301
2021-06-20,6590.620670557361
2021-06-21,7359.571254564549
2021-06-22,7483.503072746368
2021-06-23,7483.503072746368
2021-06-24,7224.17514583457
2021-06-25,7889.887373975254
2021-06-26,8338.52829655867
2021-06-27,7683.7348182978
2021-06-28,7768.166241908912
2021-06-29,7245.0442906893995
2021-06-30,7163.4609573560665
2021-07-01,7147.818100213209
2021-07-02,7147.818100213209
2021-07-03,6638.0990639862775
2021-07-04,6563.315280202494
2021-07-05,6373.015280202494
2021-07-06,6672.512729182086
2021-07-07,6661.441300610658
2021-07-08,7050.869802634949
2021-07-09,7168.769802634949
2021-07-10,7272.416861458479
2021-07-11,7164.010268051885
2021-07-12,7329.741553362619
2021-07-13,7102.811081982148
2021-07-14,7190.364569417535
