,NOx,SO2,NO,NO2,TRS,O3
23620,1.9,0.8,0.2,1.7,2.6,13.8
23621,10.3,0.9,4.2,6.1,2.6,14.3
23622,3.9,0.9,1.4,2.5,2.5,23.0
23623,0.9,0.9,0.3,0.6,2.6,29.5
23624,1.15,0.8500000000000001,0.35,0.8,2.55,35.05
23625,1.4,0.8,0.4,1.0,2.5,40.6
23626,0.5,0.8,0.0,0.5,2.5,39.2
23628,0.2,0.9,0.0,0.1,2.7,38.2
23629,0.1,0.9,0.0,0.1,2.6,37.1
23631,0.3,0.9,0.0,0.4,2.6,33.6
23633,0.9,0.8,0.0,0.9,2.7,27.1
23634,1.1,0.8,0.0,1.1,2.7,22.8
23637,1.0,0.8,0.0,1.0,2.6,24.9
23640,1.6,0.8,0.0,1.7,2.6,23.8
23641,1.8,0.8,0.0,1.9,2.5,21.3
23642,1.7,0.8,0.0,1.7,2.7,17.7
23644,1.0,0.8,0.3,0.7,2.6,18.0
23645,0.6,0.8,0.2,0.4,2.8,24.0
23647,0.4,0.9,0.2,0.1,2.8,27.1
23648,0.2,0.8,0.0,0.2,2.8,27.5
23649,0.2,0.8500000000000001,0.0,0.15000000000000002,2.8,28.3
23650,0.2,0.9,0.0,0.1,2.8,29.1
23652,0.0,0.8,0.0,0.1,2.8,27.8
23653,0.3,0.8,0.1,0.2,2.7,27.4
23654,0.1,0.8,0.0,0.2,2.8,29.2
23655,0.0,0.9,0.0,0.1,2.8,27.7
23657,0.5,1.0,0.1,0.4,2.8,26.2
23658,0.7,0.9,0.2,0.5,2.7,25.9
23659,0.7,0.8,0.1,0.7,2.8,23.6
23662,0.7,0.8,0.1,0.6,2.8,21.5
23663,0.8,0.9,0.0,0.7,2.9,20.7
23664,0.8,1.0,0.0,0.8,2.8,20.3
23665,0.5,0.9,0.0,0.6,2.9,19.9
23667,0.7,0.9,0.0,0.7,2.9,18.0
23668,0.3,1.0,0.0,0.3,2.7,20.2
23669,0.3,1.0,0.0,0.2,2.6,21.8
23670,0.4,1.3,0.2,0.2,2.7,22.9
23671,0.1,1.2,0.0,0.1,2.7,24.6
23672,0.6,1.1,0.4,0.2,2.7,26.2
23673,0.2,1.0,0.1,0.1,2.7,27.9
23674,0.15000000000000002,0.95,0.1,0.1,2.75,28.35
23675,0.1,0.9,0.1,0.1,2.8,28.8
23676,0.3,1.0,0.2,0.1,2.8,29.2
23678,0.2,1.1,0.0,0.2,2.8,29.7
23679,0.2,1.2,0.0,0.2,2.8,29.1
23681,1.2,1.0,0.0,1.2,2.8,26.7
23682,1.2,1.0,0.1,1.1,2.7,26.9
23683,6.6,0.9,0.2,6.4,2.8,22.4
23684,6.5,0.8,0.2,6.3,2.8,23.6
23685,2.1,0.9,0.0,2.1,2.8,27.0
23686,2.8,1.0,0.0,2.8,2.7,27.9
23687,0.5,0.9,0.0,0.6,2.9,31.0
23689,5.2,1.0,0.2,4.9,2.9,26.8
23690,10.3,0.9,0.7,9.6,2.9,22.5
23691,2.3,0.9,0.3,2.0,2.9,28.0
23692,2.5,1.0,0.3,2.2,3.0,22.8
23693,6.8,1.1,0.8,5.9,3.0,26.5
23694,6.122222222222222,0.925,0.7000000000000001,5.333333333333334,2.7125,27.3
23695,5.444444444444445,0.75,0.6000000000000001,4.766666666666667,2.425,28.1
23696,4.766666666666667,0.5750000000000001,0.5,4.2,2.1375,28.9
23697,4.088888888888889,0.4,0.4,3.6333333333333333,1.85,29.7
23698,3.4111111111111114,0.22499999999999998,0.30000000000000004,3.0666666666666664,1.5625,30.5
23699,2.7333333333333334,0.050000000000000044,0.19999999999999996,2.5,1.2750000000000001,31.299999999999997
23717,0.3,0.0,0.1,0.2,0.6,22.3
23761,1.9,0.2,0.0,1.9,0.5,19.9
23762,2.4,0.1,0.3,2.2,0.5,19.4
23764,3.2,0.0,0.2,3.0,0.6,15.7
23765,6.5,0.1,0.9,5.6,0.6,12.9
23772,4.5,0.0,0.8,3.7,0.8,25.7
23773,3.7,0.0,0.5,3.1,0.8,25.1
23774,3.8,0.0,0.65,3.1500000000000004,0.9,22.65
23775,3.9,0.0,0.8,3.2,1.0,20.2
23791,3.8,0.0,1.1,2.7,1.0,14.6
23792,3.1,0.1,0.6,2.5,0.9,18.9
23793,1.7,0.1,0.4,1.3,0.9,27.1
23795,1.1,0.0,0.2,0.9,0.9,26.1
23796,1.2,0.0,0.4,0.9,1.1,25.9
23957,4.3,0.0,0.8,3.5,0.6,31.3
23962,0.3,0.0,0.1,0.2,0.8,37.8
23963,0.3,0.0,0.2,0.1,0.6,38.9
23969,3.0,0.2,0.1,2.9,0.6,33.6
23982,3.8,0.0,0.6,3.2,1.1,20.5
23983,4.3,0.0,0.9,3.4,1.0,19.8
23984,2.5,0.0,0.6,1.9,1.0,21.5
23985,3.8,0.0,1.1,2.7,0.9,21.5
23986,2.3,0.0,0.6,1.7,0.9,22.1
24000,1.1,0.0,0.0,1.0,1.2,11.8
24001,1.1,0.0,0.1,1.1,1.3,10.3
24009,3.1,0.0,1.7,1.4,1.1,9.2
24010,3.5,0.0,1.4,2.1,1.1,14.5
24011,2.9,0.0,1.0,1.9,1.1,16.8
24012,1.0,0.1,0.3,0.7,1.1,31.4
24053,33.6,0.2,21.9,11.7,0.7,3.6
24197,4.5,0.0,0.2,4.3,0.4,20.5
24266,2.2,0.0,0.0,2.2,0.5,24.4
24267,6.9,0.0,0.1,6.8,0.6,20.2
24282,1.0,0.0,0.0,1.0,0.7,27.4
24286,1.1,0.1,0.1,1.0,0.8,27.0
24287,0.6,0.1,0.1,0.6,0.9,29.7
24288,0.7,0.0,0.1,0.6,1.0,32.7
24289,2.8,0.1,0.1,2.8,1.0,32.2
24290,5.9,0.1,0.1,5.8,1.0,30.0
24293,0.3,0.0,0.1,0.2,0.9,34.1
24300,0.4,0.0,0.2,0.2,1.0,33.7
24302,0.3,0.0,0.1,0.2,1.2,33.4
24303,0.3,0.0,0.0,0.3,1.1,30.6
24305,1.6,0.0,0.1,1.5,1.2,37.6
24306,2.7,0.0,0.1,2.5,1.2,36.7
24308,0.5,0.0,0.1,0.4,1.1,35.4
24310,0.4,0.0,0.0,0.4,1.2,29.8
24311,0.4,0.0,0.1,0.3,1.2,28.2
24314,0.4,0.0,0.1,0.3,1.0,26.7
24315,0.3,0.1,0.0,0.3,1.1,26.6
24317,0.6,0.1,0.0,0.5,0.9,26.8
24318,0.2,0.1,0.1,0.1,0.9,27.4
24330,0.8,0.0,0.1,0.7,0.6,23.8
24358,1.2,0.5,0.1,1.1,0.3,22.7
24360,0.9,0.0,0.1,0.8,0.5,22.1
24367,2.0,0.1,0.6,1.4,0.5,24.6
24368,3.1,1.0,1.9,1.2,0.7,24.4
24369,2.0,0.6,0.8,1.2,0.7,25.0
24370,1.4,0.0,0.7,0.8,0.7,26.2
24406,2.4,0.0,0.0,2.4,0.8,28.2
24407,2.0,0.0,0.1,1.9,0.8,27.5
24408,3.3,0.0,0.1,3.2,0.7,21.9
24410,3.8,0.0,0.4,3.4,0.7,25.4
24416,0.4,0.1,0.1,0.3,0.7,29.7
24417,0.3,0.0,0.2,0.1,0.6,31.3
24418,0.5,0.1,0.1,0.4,0.7,32.9
24419,0.7,0.0,0.3,0.4,0.7,32.5
24421,0.4,0.0,0.1,0.3,0.7,30.5
24425,1.3,0.0,0.2,1.1,0.7,30.7
24428,0.7,0.0,0.1,0.7,0.8,30.1
24429,0.7,0.0,0.1,0.7,0.7,29.9
24431,0.9,0.0,0.0,0.8,0.9,30.7
24435,2.3,0.1,0.6,1.7,0.9,31.0
24437,5.6,0.0,0.4,5.2,0.9,19.9
24438,14.1,0.1,2.8,11.3,1.1,14.6
24439,1.6,0.0,0.4,1.2,1.0,31.9
24440,0.6,0.0,0.1,0.5,0.9,31.8
24441,0.3,0.0,0.0,0.4,1.1,32.3
24443,0.8,0.1,0.4,0.4,0.9,34.0
24444,0.4,0.0,0.2,0.2,0.9,38.0
24445,0.4,0.0,0.1,0.3,0.7,39.4
24446,0.4,0.0,0.1,0.3,0.9,38.3
24447,0.8,0.0,0.0,0.8,0.9,33.8
24456,2.0,0.0,0.0,1.9,0.7,9.3
24458,3.7,0.0,0.7,3.0,0.8,11.9
24459,3.9,0.0,0.3,3.6,0.7,10.1
24460,4.8,0.0,0.3,4.5,0.8,10.7
24461,5.0,0.0,0.3,4.7,0.7,14.8
24462,14.4,0.1,5.1,9.3,0.7,7.1
24463,8.2,0.0,1.3,6.9,0.7,13.5
24464,2.0,0.0,0.1,2.0,0.8,33.9
24465,2.5,0.3,0.2,2.4,0.8,32.9
24466,2.7,0.1,0.2,2.5,0.9,31.5
24467,2.6,0.1,0.1,2.6,1.0,28.6
24468,2.9,0.1,0.3,2.7,0.9,27.3
24469,4.3,0.0,0.0,4.3,1.0,25.4
24470,4.1,0.0,0.2,4.0,1.0,23.7
24472,3.3,0.0,0.2,3.1,0.9,29.5
24473,5.0,0.0,0.1,5.0,1.1,27.8
24474,4.15,0.05,0.1,4.1,1.05,24.950000000000003
24475,3.3,0.1,0.1,3.2,1.0,22.1
24477,1.7,0.1,0.0,1.7,0.9,16.1
24480,2.1,0.0,0.0,2.1,1.0,15.8
24481,1.5,0.0,0.1,1.4,0.7,18.9
24482,1.2,0.0,0.0,1.2,1.0,20.2
24484,0.9,0.0,0.0,0.9,0.9,21.7
24485,1.1,0.0,0.0,1.1,0.9,20.6
24486,1.7,0.0,0.2,1.6,0.9,20.6
24487,1.9,0.1,0.2,1.7,0.9,22.6
24488,1.6,0.1,0.1,1.5,0.8,23.6
24489,1.4,0.0,0.1,1.3,0.8,24.7
24490,1.4,0.0,0.2,1.3,0.8,25.0
24491,1.2,0.0,0.0,1.2,0.8,26.0
24492,1.3,0.0,0.2,1.1,0.7,26.6
24493,1.2,0.0,0.2,1.0,0.7,25.9
24495,0.9,0.0,0.0,1.0,0.8,25.2
24513,4.7,0.4,1.8,3.0,0.3,25.6
24514,3.4,0.7,0.9,2.5,0.3,27.9
24515,2.0,0.5,0.7,1.4,0.4,27.3
24516,1.8,2.9,0.3,1.5,0.3,29.8
24517,0.7,0.5,0.0,0.7,0.4,30.2
24518,3.7,0.8,0.8,2.8,0.3,26.5
24519,4.4,0.3,0.3,4.1,0.3,23.4
24520,4.3,0.2,0.1,4.2,0.4,23.1
24521,4.0,0.2,0.1,3.9,0.3,21.1
24522,4.1,0.0,0.1,4.0,0.5,19.2
24525,3.1,0.0,0.1,3.0,0.2,16.5
24527,2.9,0.0,0.2,2.7,0.3,16.2
24531,4.9,0.0,0.6,4.3,0.4,9.9
24532,4.9,0.0,0.2,4.7,0.5,9.9
24533,5.8,0.0,0.7,5.1,0.4,8.6
24534,7.4,0.0,2.1,5.2,0.4,9.9
24535,3.4,0.0,0.8,2.6,0.3,14.4
24539,3.4,0.0,1.0,2.4,0.4,15.4
24540,3.8,0.1,0.8,2.9,0.6,15.6
24541,3.7,0.1,0.5,3.2,0.6,15.7
24542,4.9,0.0,0.8,4.0,0.5,13.9
24543,5.2,0.0,0.0,5.2,0.6,12.4
24544,6.1,0.0,0.0,6.1,0.7,10.8
24545,6.2,0.0,0.3,5.9,0.8,10.1
24546,7.0,0.0,0.5,6.5,0.8,9.0
24547,3.7,0.4,0.0,3.7,0.8,11.0
24548,3.8,0.2,0.1,3.7,0.7,10.7
24549,3.3,0.25,0.0,3.3,0.8,11.899999999999999
24551,4.1,0.1,0.2,3.8,0.8,12.5
24552,3.0,0.3,0.0,3.0,1.0,13.9
24553,4.1,0.2,0.2,3.9,0.9,11.5
24554,4.0,0.1,0.2,3.8,0.8,10.5
24555,4.4,0.1,0.4,3.9,0.9,10.0
24556,5.5,0.1,0.6,4.9,0.9,7.5
24557,6.3,0.3,0.9,5.3,0.9,6.6
24558,5.3,0.2,1.2,4.1,0.9,7.2
24559,4.9,0.3,1.2,3.8,0.9,8.9
24560,4.1,0.3,0.9,3.2,0.9,12.8
24561,4.4,0.3,1.0,3.3,0.9,12.2
24562,5.9,0.4,1.8,4.1,1.1,11.0
24563,5.1,0.4,1.2,3.9,1.0,10.8
24564,4.5,0.7,0.8,3.7,0.9,11.0
24565,5.9,2.8,0.8,5.1,1.1,9.5
24566,7.3,0.8,1.8,5.5,0.9,10.4
24567,6.6,0.4,0.3,6.4,0.9,8.8
24568,6.7,0.4,0.3,6.4,1.1,7.2
24569,6.4,0.3,0.3,6.1,1.1,5.8
24570,5.9,0.2,0.2,5.6,1.0,5.9
24571,4.0,0.1,0.3,3.7,0.9,7.2
24572,2.6,0.1,0.0,2.5,0.7,7.2
24573,2.4,0.1,0.1,2.3,0.9,6.0
24574,2.2,0.1,0.15000000000000002,2.05,0.8,4.9
24575,2.0,0.1,0.2,1.8,0.7,3.8
24576,3.2,0.0,1.3,1.9,0.5,1.8
24577,2.5,0.0,0.5,1.9,0.4,1.1
24578,9.6,0.1,6.1,3.4,0.6,0.6
24579,11.5,0.2,8.5,3.1,0.6,0.4
24580,24.1,0.4,19.9,4.4,0.7,0.1
24581,8.6,0.1,6.2,2.4,0.6,0.7
24582,6.4,0.1,4.9,1.6,0.6,2.4
24583,6.7,0.1,4.9,1.8,0.5,4.4
24584,6.2,0.3,4.4,1.8,0.5,5.9
24585,7.7,1.0,4.5,3.3,0.7,11.1
24586,5.4,0.5,2.4,3.1,0.7,14.4
24587,3.8,1.6,1.4,2.4,0.8,19.8
24588,2.8,0.5,0.6,2.2,0.8,23.0
24589,5.5,0.7,1.2,4.3,0.9,13.4
24590,9.2,0.7,2.5,6.6,0.9,5.8
24591,6.9,0.7,1.1,5.8,0.9,5.2
24592,6.5,0.5,0.9,5.6,1.0,6.7
24593,6.2,0.5,0.6,5.7,1.0,8.4
24594,6.7,0.6,0.6,6.1,1.1,6.1
24595,5.5,0.4,0.5,5.1,1.2,6.7
24596,5.0,0.3,0.2,4.7,1.0,7.9
24597,4.3,0.3,0.1,4.2,1.2,7.7
24598,3.6,0.4,0.1,3.5,1.2,10.2
24599,3.3,0.35,0.1,3.2,1.2999999999999998,8.1
24600,3.0,0.3,0.1,2.9,1.4,6.0
24601,3.2,0.3,0.3,2.9,1.3,5.2
24602,2.3,0.3,0.1,2.2,1.3,2.7
24603,6.7,0.3,1.8,4.9,1.3,2.7
24604,8.8,0.4,1.8,7.0,1.2,3.9
24605,7.9,0.5,1.4,6.5,1.3,4.5
24606,7.1,0.6,1.8,5.2,1.2,6.0
24607,7.6,1.1,1.8,5.9,1.2,7.3
24608,5.3,1.4,1.5,3.9,1.3,9.8
24609,5.5,1.2,1.8,3.7,1.4,9.9
24610,7.1,1.8,3.4,3.7,1.5,12.8
24611,6.9,2.0,3.0,3.9,1.5,14.0
24612,6.9,1.7,2.6,4.3,1.5,13.9
24613,8.0,2.2,2.1,5.9,1.4,10.8
24614,10.0,1.2,2.1,8.0,1.4,7.4
24615,9.9,0.8,1.2,8.7,1.4,5.4
24616,9.7,0.7,1.7,8.0,1.4,2.8
24617,5.5,0.5,0.4,5.1,1.6,1.7
24618,4.3,0.4,0.8,3.5,1.7,1.3
24619,4.4,0.4,1.0,3.5,1.6,1.2
24620,4.4,0.4,1.6,2.8,1.7,1.0
24621,3.7,0.4,1.5,2.2,1.6,0.8
24622,3.9,0.4,1.4,2.5,1.7,0.7
24623,3.7,0.4,0.9,2.9,1.6,0.9
24624,4.800000000000001,0.4,1.15,3.7,1.5,1.15
24625,5.9,0.4,1.4,4.5,1.4,1.4
24626,5.6,0.4,1.0,4.6,1.5,1.0
24627,6.5,0.4,1.4,5.1,1.5,0.8
24628,5.0,0.4,0.7,4.2,1.5,0.8
24629,6.8,0.4,3.0,3.8,1.4,1.6
24630,8.6,0.5,5.3,3.3,1.4,2.9
24631,10.5,0.6,7.4,3.0,1.7,3.4
24632,9.4,0.6,6.7,2.6,1.6,3.9
24633,10.2,0.7,6.3,4.0,1.7,5.0
24634,11.0,1.0,6.6,4.4,1.7,4.8
24635,9.5,0.8,5.6,3.9,1.6,4.3
24636,8.9,0.6,4.4,4.5,1.7,5.2
24637,7.5,0.5,2.4,5.1,1.5,6.0
24638,7.2,0.6,1.2,6.0,1.6,5.0
24639,10.4,0.5,2.1,8.3,1.6,1.8
24640,7.1,0.5,1.2,5.9,1.6,1.4
24641,6.6,0.4,0.5,6.1,1.5,1.2
24642,5.5,0.5,0.9,4.6,1.7,0.8
24643,5.0,0.5,1.6,3.4,1.8,0.7
24644,5.1,0.4,1.7,3.4,1.8,0.9
24645,5.1,0.4,1.3,3.8,1.7,0.8
24646,4.9,0.4,0.7,4.2,1.7,1.0
24647,5.4,0.5,0.7,4.7,1.7,0.9
24648,5.1,0.4,1.4,3.6,1.6,0.7
24649,5.9,0.45,1.8499999999999999,4.0,1.6,0.6499999999999999
24650,6.7,0.5,2.3,4.4,1.6,0.6
24651,6.8,0.4,3.3,3.5,1.4,0.7
24652,8.3,0.5,5.0,3.3,1.4,0.6
24653,13.0,0.7,9.8,3.3,1.4,1.2
24654,9.6,0.5,7.3,2.3,1.5,2.2
24655,9.4,0.7,6.5,3.0,1.4,4.0
24656,15.9,1.1,10.1,5.8,1.6,4.7
24657,13.0,0.7,7.3,5.7,1.5,6.1
24658,11.1,0.7,5.3,5.8,1.7,6.2
24659,8.7,0.7,3.5,5.3,1.7,6.8
24660,6.5,0.8,1.6,4.9,1.7,8.2
24661,5.4,0.7,0.6,4.8,1.7,10.3
24662,4.9,0.6,0.3,4.7,1.7,11.0
24663,4.7,0.6,0.3,4.4,1.6,10.3
24664,4.9,0.5,0.4,4.6,1.7,9.4
24665,4.8,0.6,0.2,4.6,1.7,10.7
24666,3.6,0.6,0.0,3.5,1.8,13.1
24667,2.8,0.6,0.1,2.8,1.8,15.0
24668,2.4,0.6,0.0,2.4,1.8,15.2
24669,1.9,0.6,0.2,1.7,2.0,16.3
24670,2.1,0.7,0.0,2.1,1.9,15.1
24671,2.6,0.7,0.0,2.7,1.9,12.8
24672,2.9,0.7,0.0,2.8,2.0,11.1
24673,2.6,0.7,0.1,2.5,2.0,11.4
24674,4.0,0.7,0.4,3.6,2.05,9.6
24675,5.4,0.7,0.7,4.7,2.1,7.8
24676,5.9,0.6,0.8,5.1,2.0,6.0
24677,4.9,0.6,0.5,4.4,2.0,5.3
24678,2.6,0.6,0.9,1.7,1.9,6.4
24679,3.5,0.6,1.4,2.1,1.9,7.5
24680,3.6,0.7,1.3,2.3,1.9,11.2
24681,2.6,0.7,0.7,1.9,1.9,11.5
24682,3.0,0.7,1.0,2.0,2.0,12.4
24683,2.8,0.7,0.8,2.0,2.0,13.5
24684,3.8,0.6,1.0,2.9,2.0,13.6
24685,5.5,0.6,1.3,4.2,2.0,11.9
24686,14.4,0.7,4.4,10.0,1.9,3.6
24687,9.4,0.7,2.5,6.9,1.9,1.5
24688,6.1,0.7,1.1,5.0,2.1,2.0
24689,4.8,0.7,0.7,4.1,2.3,1.9
24690,3.9,0.6,0.5,3.4,2.0,1.5
24691,3.5,0.6,0.5,3.0,2.1,1.6
24692,3.0,0.7,0.5,2.5,2.2,1.4
24693,3.3,0.6,0.5,2.8,2.1,1.3
24694,3.0,0.6,0.5,2.5,2.0,1.8
24695,2.7,0.6,0.7,2.0,2.0,1.2
24696,2.5,0.6,0.8,1.7,2.0,1.1
24697,2.7,0.6,0.8,1.9,2.0,1.0
24698,2.8,0.6,0.6,2.2,2.0,1.2
24699,4.699999999999999,0.6,1.4,3.35,1.95,1.45
24700,6.6,0.6,2.2,4.5,1.9,1.7
24701,12.0,0.7,5.4,6.7,1.8,2.6
24702,5.7,0.7,2.9,2.8,1.8,7.3
24703,3.4,0.6,1.3,2.0,1.8,16.3
24704,1.8,0.7,0.6,1.1,1.8,23.5
24705,2.6,0.6,0.8,1.7,1.8,23.4
24706,2.7,0.6,0.7,2.0,1.9,24.5
24707,3.6,0.6,1.0,2.5,1.9,28.4
24708,3.4,0.6,0.7,2.8,1.9,30.5
24709,3.9,0.6,0.5,3.4,1.9,27.8
24710,4.5,0.6,0.4,4.1,1.9,28.6
24711,2.5,0.7,0.3,2.2,1.8,22.4
24714,1.2,0.6,0.0,1.2,1.8,7.6
24715,2.8,0.6,0.2,2.6,1.7,6.8
24716,2.2,0.6,0.1,2.1,1.7,7.6
24717,1.9,0.6,0.0,1.8,2.0,8.9
24719,1.0,0.5,0.0,1.0,1.8,30.0
24720,1.1,0.6,0.1,1.0,1.7,28.6
24721,1.4,0.6,0.1,1.3,1.6,26.9
24722,0.8,0.6,0.1,0.7,1.8,30.8
24723,7.2,0.6,0.9,6.3,1.5,27.3
24724,8.45,0.55,1.25,7.25,1.55,25.950000000000003
24725,9.7,0.5,1.6,8.2,1.6,24.6
24726,8.9,0.5,2.2,6.7,1.5,25.4
24727,0.8,0.4,0.2,0.6,1.4,30.0
24728,0.7,0.4,0.3,0.4,1.4,30.8
24729,0.3,0.4,0.0,0.3,1.4,31.3
24730,0.5,0.5,0.1,0.3,1.4,31.9
24731,1.0,0.4,0.2,0.8,1.3,31.3
24732,2.0,0.5,0.5,1.5,1.1,29.9
24733,2.4,0.4,0.4,2.0,1.2,29.9
24734,2.8,0.4,0.3,2.5,1.1,30.4
24735,0.6,0.4,0.0,0.6,1.0,32.0
24736,0.6,0.4,0.0,0.6,1.0,31.3
24738,0.4,0.5,0.1,0.3,1.0,31.8
24739,0.3,0.4,0.1,0.3,0.9,31.8
24740,0.5,0.3,0.0,0.4,0.9,32.0
24744,0.7,0.2,0.0,0.7,0.7,30.9
24745,0.5,0.3,0.0,0.5,0.8,30.4
24746,0.3,0.2,0.1,0.2,0.9,30.4
24747,3.1,0.3,0.6,2.5,0.9,28.1
24748,1.3,0.3,0.2,1.1,0.8,27.1
24749,1.2000000000000002,0.3,0.15000000000000002,1.05,0.8,28.25
24750,1.1,0.3,0.1,1.0,0.8,29.4
24751,0.5,0.3,0.2,0.4,0.9,31.9
24752,0.5,0.3,0.0,0.5,1.0,33.5
24753,0.5,0.4,0.3,0.3,0.9,34.7
24754,0.3,0.4,0.1,0.2,1.0,35.3
24755,0.3,0.5,0.0,0.3,1.0,35.3
24756,0.5,0.5,0.1,0.4,1.1,35.0
24757,0.8,0.4,0.1,0.7,1.0,35.2
24758,0.875,0.375,0.1,0.7749999999999999,1.0,33.075
24759,0.9500000000000001,0.35,0.1,0.85,1.0,30.950000000000003
24760,1.0250000000000001,0.325,0.1,0.925,1.0,28.825
24761,1.1,0.3,0.1,1.0,1.0,26.7
24762,1.0,0.4,0.1,0.9,1.0,24.9
24763,1.1,0.4,0.1,1.0,1.0,21.8
24765,0.9,0.4,0.0,0.9,1.0,21.9
24766,0.8,0.4,0.1,0.7,1.0,22.0
24767,0.6,0.4,0.1,0.5,1.0,26.5
24771,0.3,0.4,0.0,0.3,0.9,28.4
24772,0.4,0.5,0.0,0.4,1.0,28.3
24774,0.6,0.55,0.0,0.55,0.75,28.9
24775,0.6,0.6,0.1,0.4,0.7,29.6
24776,0.3,0.4,0.0,0.3,0.8,31.2
24777,0.5,0.2,0.2,0.4,0.7,33.0
24778,0.6,0.2,0.1,0.5,0.6,33.9
24779,0.2,0.2,0.0,0.2,0.7,34.6
24781,0.6,0.2,0.2,0.4,0.6,32.8
24782,2.5,0.2,0.1,2.3,0.5,28.1
24784,0.4,0.2,0.0,0.4,0.5,28.8
24785,0.7,0.2,0.2,0.5,0.5,28.0
24786,0.9,0.3,0.1,0.7,0.4,25.7
24787,0.9,0.3,0.0,0.9,0.5,27.1
24788,0.7,0.3,0.0,0.7,0.5,27.3
24789,0.4,0.2,0.0,0.4,0.4,27.5
24790,0.5,0.2,0.1,0.4,0.5,27.1
24792,0.7,0.2,0.0,0.7,0.3,24.8
24793,0.5,0.3,0.0,0.5,0.2,24.9
24794,0.8,0.2,0.2,0.5,0.2,24.8
24795,0.6,0.2,0.1,0.5,0.2,24.5
24796,0.8,0.1,0.1,0.8,0.1,24.2
24797,1.1,0.1,0.1,1.0,0.2,23.5
24798,1.2,0.2,0.3,0.9,0.1,25.3
24799,0.85,0.2,0.2,0.65,0.1,27.75
24800,0.5,0.2,0.1,0.4,0.1,30.2
24801,0.3,0.1,0.0,0.4,0.0,31.7
24802,0.4,0.0,0.1,0.4,0.0,33.3
24803,0.3,0.0,0.1,0.2,0.1,34.5
24804,0.4,0.1,0.1,0.3,0.0,34.5
24805,1.5,0.1,0.2,1.3,0.0,31.6
24806,2.4,0.1,0.2,2.2,0.1,26.9
24807,1.4,0.0,0.0,1.4,0.0,17.1
24808,3.1,0.0,0.5,2.6,0.0,13.0
24810,1.1,0.1,0.1,1.0,0.0,13.9
24815,1.6,0.0,0.3,1.3,0.0,9.6
24816,1.8,0.0,0.2,1.6,0.0,7.2
24820,1.7,0.0,0.1,1.6,0.0,6.8
24822,1.4,0.2,0.6,0.9,0.0,14.2
24825,1.9,2.9,0.5,1.4,0.0,28.4
24826,2.7,0.7,0.8,2.0,0.2,27.3
24827,3.1,0.3,0.8,2.3,0.1,27.6
24828,2.0,0.2,0.1,1.9,0.2,29.5
24829,3.6,0.3,0.5,3.1,0.3,26.5
24830,5.5,0.4,0.2,5.3,0.3,23.6
24832,3.5,0.4,0.0,3.5,0.4,10.0
24833,2.6,0.3,0.0,2.6,0.3,9.1
24834,3.1,0.3,0.6,2.5,0.2,5.7
24835,2.9,0.2,0.2,2.7,0.3,5.2
24836,2.3,0.1,0.2,2.1,0.2,5.9
24837,1.6,0.2,0.2,1.4,0.2,5.9
24838,1.2,0.1,0.0,1.2,0.2,5.5
24839,1.3,0.2,0.0,1.3,0.2,6.0
24840,1.7,0.2,0.1,1.5,0.2,6.0
24841,2.0,0.2,0.1,1.8,0.3,5.7
24842,2.7,0.2,0.3,2.4,0.3,5.9
24843,5.5,0.2,3.1,2.5,0.3,4.7
24844,3.0,0.3,0.8,2.2,0.2,3.2
24845,3.0,0.3,1.0,2.0,0.2,2.8
24846,7.3,0.3,3.9,3.4,0.3,5.0
24847,17.1,0.5,9.8,7.3,0.4,8.6
24848,7.5,0.6,3.3,4.3,0.4,18.3
24849,6.8,3.8000000000000003,2.65,4.199999999999999,0.45,21.05
24850,6.1,7.0,2.0,4.1,0.5,23.8
24851,6.7,2.4,2.1,4.6,0.7,21.5
24852,8.5,1.9,2.3,6.2,0.7,19.0
24853,10.0,2.2,1.6,8.4,0.6,16.3
24854,16.8,2.1,2.3,14.5,0.7,8.5
24855,14.2,1.3,2.1,12.1,0.6,4.9
24856,5.5,0.7,0.3,5.2,0.5,3.1
24857,4.1,0.5,0.3,3.9,0.6,2.3
24858,4.3,0.5,0.5,3.7,0.6,2.1
24859,3.7,0.4,0.2,3.4,0.5,2.2
24860,4.0,0.3,0.2,3.8,0.6,2.4
24861,3.6,0.3,0.4,3.2,0.4,2.2
24862,3.2,0.3,0.3,2.9,0.6,2.5
24863,3.6,0.4,0.3,3.3,0.6,2.9
24866,2.7,0.4,0.1,2.6,0.5,5.1
24867,7.3,0.4,2.7,4.6,0.4,8.5
24868,3.0,0.4,0.2,2.8,0.5,6.9
24869,4.5,0.4,0.8,3.7,0.4,9.0
24870,4.8,0.4,1.2,3.6,0.5,12.1
24871,9.8,0.6,4.0,5.8,0.6,14.2
24872,9.0,0.8,3.7,5.2,0.7,16.9
24873,8.4,1.2,2.6,5.8,0.6,20.3
24874,6.550000000000001,0.8999999999999999,1.85,4.7,0.6,23.5
24875,4.7,0.6,1.1,3.6,0.6,26.7
24876,3.0,0.4,0.6,2.4,0.5,32.3
24877,1.3,0.4,0.2,1.2,0.6,33.0
24878,3.0,0.4,0.0,3.0,0.6,24.8
24879,4.4,0.4,0.3,4.1,0.7,10.1
24880,4.2,0.4,0.3,3.9,0.6,9.1
24881,2.9,0.5,0.6,2.4,0.7,6.8
24882,1.9,0.4,0.0,1.9,0.6,7.0
