Date,gas_prod_vol_m3
2019-05-31,147147.7258064516
2019-06-01,153508.84333333332
2019-06-02,153508.84333333332
2019-06-03,153508.84333333332
2019-06-04,153508.84333333332
2019-06-05,153508.84333333332
2019-06-06,153508.84333333332
2019-06-07,153508.84333333332
2019-06-08,153508.84333333332
2019-06-09,153508.84333333332
2019-06-10,153508.84333333332
2019-06-11,153508.84333333332
2019-06-12,153508.84333333332
2019-06-13,153508.84333333332
2019-06-14,153508.84333333332
2019-06-15,153508.84333333332
2019-06-16,153508.84333333332
2019-06-17,153508.84333333332
2019-06-18,153508.84333333332
2019-06-19,153508.84333333332
2019-06-20,153508.84333333332
2019-06-21,153508.84333333332
2019-06-22,153508.84333333332
2019-06-23,153508.84333333332
2019-06-24,153508.84333333332
2019-06-25,153508.84333333332
2019-06-26,153508.84333333332
2019-06-27,153508.84333333332
2019-06-28,153508.84333333332
2019-06-29,153508.84333333332
2019-06-30,153508.84333333332
2019-07-01,153932.87741935483
2019-07-02,153932.87741935483
2019-07-03,153932.87741935483
2019-07-04,153932.87741935483
2019-07-05,153932.87741935483
2019-07-06,153932.87741935483
2019-07-07,153932.87741935483
2019-07-08,153932.87741935483
2019-07-09,153932.87741935483
2019-07-10,153932.87741935483
2019-07-11,153932.87741935483
2019-07-12,153932.87741935483
2019-07-13,153932.87741935483
2019-07-14,153932.87741935483
2019-07-15,153932.87741935483
2019-07-16,153932.87741935483
2019-07-17,153932.87741935483
2019-07-18,153932.87741935483
2019-07-19,153932.87741935483
2019-07-20,153932.87741935483
2019-07-21,153932.87741935483
2019-07-22,153932.87741935483
2019-07-23,153932.87741935483
2019-07-24,153932.87741935483
2019-07-25,153932.87741935483
2019-07-26,153932.87741935483
2019-07-27,153932.87741935483
2019-07-28,153932.87741935483
2019-07-29,153932.87741935483
2019-07-30,153932.87741935483
2019-07-31,153932.87741935483
2019-08-01,152676.0193548387
2019-08-02,152676.0193548387
2019-08-03,152676.0193548387
2019-08-04,152676.0193548387
2019-08-05,152676.0193548387
2019-08-06,152676.0193548387
2019-08-07,152676.0193548387
2019-08-08,152676.0193548387
2019-08-09,152676.0193548387
2019-08-10,152676.0193548387
2019-08-11,152676.0193548387
2019-08-12,152676.0193548387
2019-08-13,152676.0193548387
2019-08-14,152676.0193548387
2019-08-15,152676.0193548387
2019-08-16,152676.0193548387
2019-08-17,152676.0193548387
2019-08-18,152676.0193548387
2019-08-19,152676.0193548387
2019-08-20,152676.0193548387
2019-08-21,152676.0193548387
2019-08-22,152676.0193548387
2019-08-23,152676.0193548387
2019-08-24,152676.0193548387
2019-08-25,152676.0193548387
2019-08-26,152676.0193548387
2019-08-27,152676.0193548387
2019-08-28,152676.0193548387
2019-08-29,152676.0193548387
2019-08-30,152676.0193548387
2019-08-31,152676.0193548387
2019-09-01,155345.76333333334
2019-09-02,155345.76333333334
2019-09-03,155345.76333333334
2019-09-04,155345.76333333334
2019-09-05,155345.76333333334
2019-09-06,155345.76333333334
2019-09-07,155345.76333333334
2019-09-08,155345.76333333334
2019-09-09,155345.76333333334
2019-09-10,155345.76333333334
2019-09-11,155345.76333333334
2019-09-12,155345.76333333334
2019-09-13,155345.76333333334
2019-09-14,155345.76333333334
2019-09-15,155345.76333333334
2019-09-16,155345.76333333334
2019-09-17,155345.76333333334
2019-09-18,155345.76333333334
2019-09-19,155345.76333333334
2019-09-20,155345.76333333334
2019-09-21,155345.76333333334
2019-09-22,155345.76333333334
2019-09-23,155345.76333333334
2019-09-24,155345.76333333334
2019-09-25,155345.76333333334
2019-09-26,155345.76333333334
2019-09-27,155345.76333333334
2019-09-28,155345.76333333334
2019-09-29,155345.76333333334
2019-09-30,155345.76333333334
2019-10-01,156091.85483870967
2019-10-02,156091.85483870967
2019-10-03,156091.85483870967
2019-10-04,156091.85483870967
2019-10-05,156091.85483870967
2019-10-06,156091.85483870967
2019-10-07,156091.85483870967
2019-10-08,156091.85483870967
2019-10-09,156091.85483870967
2019-10-10,156091.85483870967
2019-10-11,156091.85483870967
2019-10-12,156091.85483870967
2019-10-13,156091.85483870967
2019-10-14,156091.85483870967
2019-10-15,156091.85483870967
2019-10-16,156091.85483870967
2019-10-17,156091.85483870967
2019-10-18,156091.85483870967
2019-10-19,156091.85483870967
2019-10-20,156091.85483870967
2019-10-21,156091.85483870967
2019-10-22,156091.85483870967
2019-10-23,156091.85483870967
2019-10-24,156091.85483870967
2019-10-25,156091.85483870967
2019-10-26,156091.85483870967
2019-10-27,156091.85483870967
2019-10-28,156091.85483870967
2019-10-29,156091.85483870967
2019-10-30,156091.85483870967
2019-10-31,156091.85483870967
2019-11-01,172851.62
2019-11-02,172851.62
2019-11-03,172851.62
2019-11-04,172851.62
2019-11-05,172851.62
2019-11-06,172851.62
2019-11-07,172851.62
2019-11-08,172851.62
2019-11-09,172851.62
2019-11-10,172851.62
2019-11-11,172851.62
2019-11-12,172851.62
2019-11-13,172851.62
2019-11-14,172851.62
2019-11-15,172851.62
2019-11-16,172851.62
2019-11-17,172851.62
2019-11-18,172851.62
2019-11-19,172851.62
2019-11-20,172851.62
2019-11-21,172851.62
2019-11-22,172851.62
2019-11-23,172851.62
2019-11-24,172851.62
2019-11-25,172851.62
2019-11-26,172851.62
2019-11-27,172851.62
2019-11-28,172851.62
2019-11-29,172851.62
2019-11-30,172851.62
2019-12-01,177709.24838709677
2019-12-02,177709.24838709677
2019-12-03,177709.24838709677
2019-12-04,177709.24838709677
2019-12-05,177709.24838709677
2019-12-06,177709.24838709677
2019-12-07,177709.24838709677
2019-12-08,177709.24838709677
2019-12-09,177709.24838709677
2019-12-10,177709.24838709677
2019-12-11,177709.24838709677
2019-12-12,177709.24838709677
2019-12-13,177709.24838709677
2019-12-14,177709.24838709677
2019-12-15,177709.24838709677
2019-12-16,177709.24838709677
2019-12-17,177709.24838709677
2019-12-18,177709.24838709677
2019-12-19,177709.24838709677
2019-12-20,177709.24838709677
2019-12-21,177709.24838709677
2019-12-22,177709.24838709677
2019-12-23,177709.24838709677
2019-12-24,177709.24838709677
2019-12-25,177709.24838709677
2019-12-26,177709.24838709677
2019-12-27,177709.24838709677
2019-12-28,177709.24838709677
2019-12-29,177709.24838709677
2019-12-30,177709.24838709677
2019-12-31,177709.24838709677
2020-01-01,174891.34193548386
2020-01-02,174891.34193548386
2020-01-03,174891.34193548386
2020-01-04,174891.34193548386
2020-01-05,174891.34193548386
2020-01-06,174891.34193548386
2020-01-07,174891.34193548386
2020-01-08,174891.34193548386
2020-01-09,174891.34193548386
2020-01-10,174891.34193548386
2020-01-11,174891.34193548386
2020-01-12,174891.34193548386
2020-01-13,174891.34193548386
2020-01-14,174891.34193548386
2020-01-15,174891.34193548386
2020-01-16,174891.34193548386
2020-01-17,174891.34193548386
2020-01-18,174891.34193548386
2020-01-19,174891.34193548386
2020-01-20,174891.34193548386
2020-01-21,174891.34193548386
2020-01-22,174891.34193548386
2020-01-23,174891.34193548386
2020-01-24,174891.34193548386
2020-01-25,174891.34193548386
2020-01-26,174891.34193548386
2020-01-27,174891.34193548386
2020-01-28,174891.34193548386
2020-01-29,174891.34193548386
2020-01-30,174891.34193548386
2020-01-31,174891.34193548386
2020-02-01,175847.60344827586
2020-02-02,175847.60344827586
2020-02-03,175847.60344827586
2020-02-04,175847.60344827586
2020-02-05,175847.60344827586
2020-02-06,175847.60344827586
2020-02-07,175847.60344827586
2020-02-08,175847.60344827586
2020-02-09,175847.60344827586
2020-02-10,175847.60344827586
2020-02-11,175847.60344827586
2020-02-12,175847.60344827586
2020-02-13,175847.60344827586
2020-02-14,175847.60344827586
2020-02-15,175847.60344827586
2020-02-16,175847.60344827586
2020-02-17,175847.60344827586
2020-02-18,175847.60344827586
2020-02-19,175847.60344827586
2020-02-20,175847.60344827586
2020-02-21,175847.60344827586
2020-02-22,175847.60344827586
2020-02-23,175847.60344827586
2020-02-24,175847.60344827586
2020-02-25,175847.60344827586
2020-02-26,175847.60344827586
2020-02-27,175847.60344827586
2020-02-28,175847.60344827586
2020-02-29,175847.60344827586
2020-03-01,176485.1741935484
2020-03-02,176485.1741935484
2020-03-03,176485.1741935484
2020-03-04,176485.1741935484
2020-03-05,176485.1741935484
2020-03-06,176485.1741935484
2020-03-07,176485.1741935484
2020-03-08,176485.1741935484
2020-03-09,176485.1741935484
2020-03-10,176485.1741935484
2020-03-11,176485.1741935484
2020-03-12,176485.1741935484
2020-03-13,176485.1741935484
2020-03-14,176485.1741935484
2020-03-15,176485.1741935484
2020-03-16,176485.1741935484
2020-03-17,176485.1741935484
2020-03-18,176485.1741935484
2020-03-19,176485.1741935484
2020-03-20,176485.1741935484
2020-03-21,176485.1741935484
2020-03-22,176485.1741935484
2020-03-23,176485.1741935484
2020-03-24,176485.1741935484
2020-03-25,176485.1741935484
2020-03-26,176485.1741935484
2020-03-27,176485.1741935484
2020-03-28,176485.1741935484
2020-03-29,176485.1741935484
2020-03-30,176485.1741935484
2020-03-31,176485.1741935484
2020-04-01,173117.73
2020-04-02,173117.73
2020-04-03,173117.73
2020-04-04,173117.73
2020-04-05,173117.73
2020-04-06,173117.73
2020-04-07,173117.73
2020-04-08,173117.73
2020-04-09,173117.73
2020-04-10,173117.73
2020-04-11,173117.73
2020-04-12,173117.73
2020-04-13,173117.73
2020-04-14,173117.73
2020-04-15,173117.73
2020-04-16,173117.73
2020-04-17,173117.73
2020-04-18,173117.73
2020-04-19,173117.73
2020-04-20,173117.73
2020-04-21,173117.73
2020-04-22,173117.73
2020-04-23,173117.73
2020-04-24,173117.73
2020-04-25,173117.73
2020-04-26,173117.73
2020-04-27,173117.73
2020-04-28,173117.73
2020-04-29,173117.73
2020-04-30,173117.73
2020-05-01,170393.70322580644
2020-05-02,170393.70322580644
2020-05-03,170393.70322580644
2020-05-04,170393.70322580644
2020-05-05,170393.70322580644
2020-05-06,170393.70322580644
2020-05-07,170393.70322580644
2020-05-08,170393.70322580644
2020-05-09,170393.70322580644
2020-05-10,170393.70322580644
2020-05-11,170393.70322580644
2020-05-12,170393.70322580644
2020-05-13,170393.70322580644
2020-05-14,170393.70322580644
2020-05-15,170393.70322580644
2020-05-16,170393.70322580644
2020-05-17,170393.70322580644
2020-05-18,170393.70322580644
2020-05-19,170393.70322580644
2020-05-20,170393.70322580644
2020-05-21,170393.70322580644
2020-05-22,170393.70322580644
2020-05-23,170393.70322580644
2020-05-24,170393.70322580644
2020-05-25,170393.70322580644
2020-05-26,170393.70322580644
2020-05-27,170393.70322580644
2020-05-28,170393.70322580644
2020-05-29,170393.70322580644
2020-05-30,170393.70322580644
2020-05-31,170393.70322580644
2020-06-01,166613.37333333335
2020-06-02,166613.37333333335
2020-06-03,166613.37333333335
2020-06-04,166613.37333333335
2020-06-05,166613.37333333335
2020-06-06,166613.37333333335
2020-06-07,166613.37333333335
2020-06-08,166613.37333333335
2020-06-09,166613.37333333335
2020-06-10,166613.37333333335
2020-06-11,166613.37333333335
2020-06-12,166613.37333333335
2020-06-13,166613.37333333335
2020-06-14,166613.37333333335
2020-06-15,166613.37333333335
2020-06-16,166613.37333333335
2020-06-17,166613.37333333335
2020-06-18,166613.37333333335
2020-06-19,166613.37333333335
2020-06-20,166613.37333333335
2020-06-21,166613.37333333335
2020-06-22,166613.37333333335
2020-06-23,166613.37333333335
2020-06-24,166613.37333333335
2020-06-25,166613.37333333335
2020-06-26,166613.37333333335
2020-06-27,166613.37333333335
2020-06-28,166613.37333333335
2020-06-29,166613.37333333335
2020-06-30,166613.37333333335
2020-07-01,159834.88709677418
2020-07-02,159834.88709677418
2020-07-03,159834.88709677418
2020-07-04,159834.88709677418
2020-07-05,159834.88709677418
2020-07-06,159834.88709677418
2020-07-07,159834.88709677418
2020-07-08,159834.88709677418
2020-07-09,159834.88709677418
2020-07-10,159834.88709677418
2020-07-11,159834.88709677418
2020-07-12,159834.88709677418
2020-07-13,159834.88709677418
2020-07-14,159834.88709677418
2020-07-15,159834.88709677418
2020-07-16,159834.88709677418
2020-07-17,159834.88709677418
2020-07-18,159834.88709677418
2020-07-19,159834.88709677418
2020-07-20,159834.88709677418
2020-07-21,159834.88709677418
2020-07-22,159834.88709677418
2020-07-23,159834.88709677418
2020-07-24,159834.88709677418
2020-07-25,159834.88709677418
2020-07-26,159834.88709677418
2020-07-27,159834.88709677418
2020-07-28,159834.88709677418
2020-07-29,159834.88709677418
2020-07-30,159834.88709677418
2020-07-31,159834.88709677418
2020-08-01,159832.28064516129
2020-08-02,159832.28064516129
2020-08-03,159832.28064516129
2020-08-04,159832.28064516129
2020-08-05,159832.28064516129
2020-08-06,159832.28064516129
2020-08-07,159832.28064516129
2020-08-08,159832.28064516129
2020-08-09,159832.28064516129
2020-08-10,159832.28064516129
2020-08-11,159832.28064516129
2020-08-12,159832.28064516129
2020-08-13,159832.28064516129
2020-08-14,159832.28064516129
2020-08-15,159832.28064516129
2020-08-16,159832.28064516129
2020-08-17,159832.28064516129
2020-08-18,159832.28064516129
2020-08-19,159832.28064516129
2020-08-20,159832.28064516129
2020-08-21,159832.28064516129
2020-08-22,159832.28064516129
2020-08-23,159832.28064516129
2020-08-24,159832.28064516129
2020-08-25,159832.28064516129
2020-08-26,159832.28064516129
2020-08-27,159832.28064516129
2020-08-28,159832.28064516129
2020-08-29,159832.28064516129
2020-08-30,159832.28064516129
2020-08-31,159832.28064516129
2020-09-01,150014.03666666665
2020-09-02,150014.03666666665
2020-09-03,150014.03666666665
2020-09-04,150014.03666666665
2020-09-05,150014.03666666665
2020-09-06,150014.03666666665
2020-09-07,150014.03666666665
2020-09-08,150014.03666666665
2020-09-09,150014.03666666665
2020-09-10,150014.03666666665
2020-09-11,150014.03666666665
2020-09-12,150014.03666666665
2020-09-13,150014.03666666665
2020-09-14,150014.03666666665
2020-09-15,150014.03666666665
2020-09-16,150014.03666666665
2020-09-17,150014.03666666665
2020-09-18,150014.03666666665
2020-09-19,150014.03666666665
2020-09-20,150014.03666666665
2020-09-21,150014.03666666665
2020-09-22,150014.03666666665
2020-09-23,150014.03666666665
2020-09-24,150014.03666666665
2020-09-25,150014.03666666665
2020-09-26,150014.03666666665
2020-09-27,150014.03666666665
2020-09-28,150014.03666666665
2020-09-29,150014.03666666665
2020-09-30,150014.03666666665
2020-10-01,162759.67741935485
2020-10-02,162759.67741935485
2020-10-03,162759.67741935485
2020-10-04,162759.67741935485
2020-10-05,162759.67741935485
2020-10-06,162759.67741935485
2020-10-07,162759.67741935485
2020-10-08,162759.67741935485
2020-10-09,162759.67741935485
2020-10-10,162759.67741935485
2020-10-11,162759.67741935485
2020-10-12,162759.67741935485
2020-10-13,162759.67741935485
2020-10-14,162759.67741935485
2020-10-15,162759.67741935485
2020-10-16,162759.67741935485
2020-10-17,162759.67741935485
2020-10-18,162759.67741935485
2020-10-19,162759.67741935485
2020-10-20,162759.67741935485
2020-10-21,162759.67741935485
2020-10-22,162759.67741935485
2020-10-23,162759.67741935485
2020-10-24,162759.67741935485
2020-10-25,162759.67741935485
2020-10-26,162759.67741935485
2020-10-27,162759.67741935485
2020-10-28,162759.67741935485
2020-10-29,162759.67741935485
2020-10-30,162759.67741935485
2020-10-31,162759.67741935485
2020-11-01,172733.58333333334
2020-11-02,172733.58333333334
2020-11-03,172733.58333333334
2020-11-04,172733.58333333334
2020-11-05,172733.58333333334
2020-11-06,172733.58333333334
2020-11-07,172733.58333333334
2020-11-08,172733.58333333334
2020-11-09,172733.58333333334
2020-11-10,172733.58333333334
2020-11-11,172733.58333333334
2020-11-12,172733.58333333334
2020-11-13,172733.58333333334
2020-11-14,172733.58333333334
2020-11-15,172733.58333333334
2020-11-16,172733.58333333334
2020-11-17,172733.58333333334
2020-11-18,172733.58333333334
2020-11-19,172733.58333333334
2020-11-20,172733.58333333334
2020-11-21,172733.58333333334
2020-11-22,172733.58333333334
2020-11-23,172733.58333333334
2020-11-24,172733.58333333334
2020-11-25,172733.58333333334
2020-11-26,172733.58333333334
2020-11-27,172733.58333333334
2020-11-28,172733.58333333334
2020-11-29,172733.58333333334
2020-11-30,172733.58333333334
2020-12-01,177247.38387096775
2020-12-02,177247.38387096775
2020-12-03,177247.38387096775
2020-12-04,177247.38387096775
2020-12-05,177247.38387096775
2020-12-06,177247.38387096775
2020-12-07,177247.38387096775
2020-12-08,177247.38387096775
2020-12-09,177247.38387096775
2020-12-10,177247.38387096775
2020-12-11,177247.38387096775
2020-12-12,177247.38387096775
2020-12-13,177247.38387096775
2020-12-14,177247.38387096775
2020-12-15,177247.38387096775
2020-12-16,177247.38387096775
2020-12-17,177247.38387096775
2020-12-18,177247.38387096775
2020-12-19,177247.38387096775
2020-12-20,177247.38387096775
2020-12-21,177247.38387096775
2020-12-22,177247.38387096775
2020-12-23,177247.38387096775
2020-12-24,177247.38387096775
2020-12-25,177247.38387096775
2020-12-26,177247.38387096775
2020-12-27,177247.38387096775
2020-12-28,177247.38387096775
2020-12-29,177247.38387096775
2020-12-30,177247.38387096775
2020-12-31,177247.38387096775
2021-01-01,180356.1387096774
2021-01-02,180356.1387096774
2021-01-03,180356.1387096774
2021-01-04,180356.1387096774
2021-01-05,180356.1387096774
2021-01-06,180356.1387096774
2021-01-07,180356.1387096774
2021-01-08,180356.1387096774
2021-01-09,180356.1387096774
2021-01-10,180356.1387096774
2021-01-11,180356.1387096774
2021-01-12,180356.1387096774
2021-01-13,180356.1387096774
2021-01-14,180356.1387096774
2021-01-15,180356.1387096774
2021-01-16,180356.1387096774
2021-01-17,180356.1387096774
2021-01-18,180356.1387096774
2021-01-19,180356.1387096774
2021-01-20,180356.1387096774
2021-01-21,180356.1387096774
2021-01-22,180356.1387096774
2021-01-23,180356.1387096774
2021-01-24,180356.1387096774
2021-01-25,180356.1387096774
2021-01-26,180356.1387096774
2021-01-27,180356.1387096774
2021-01-28,180356.1387096774
2021-01-29,180356.1387096774
2021-01-30,180356.1387096774
2021-01-31,180356.1387096774
2021-02-01,180879.25714285715
2021-02-02,180879.25714285715
2021-02-03,180879.25714285715
2021-02-04,180879.25714285715
2021-02-05,180879.25714285715
2021-02-06,180879.25714285715
2021-02-07,180879.25714285715
2021-02-08,180879.25714285715
2021-02-09,180879.25714285715
2021-02-10,180879.25714285715
2021-02-11,180879.25714285715
2021-02-12,180879.25714285715
2021-02-13,180879.25714285715
2021-02-14,180879.25714285715
2021-02-15,180879.25714285715
2021-02-16,180879.25714285715
2021-02-17,180879.25714285715
2021-02-18,180879.25714285715
2021-02-19,180879.25714285715
2021-02-20,180879.25714285715
2021-02-21,180879.25714285715
2021-02-22,180879.25714285715
2021-02-23,180879.25714285715
2021-02-24,180879.25714285715
2021-02-25,180879.25714285715
2021-02-26,180879.25714285715
2021-02-27,180879.25714285715
2021-02-28,180879.25714285715
2021-03-01,180271.38387096775
2021-03-02,180271.38387096775
2021-03-03,180271.38387096775
2021-03-04,180271.38387096775
2021-03-05,180271.38387096775
2021-03-06,180271.38387096775
2021-03-07,180271.38387096775
2021-03-08,180271.38387096775
2021-03-09,180271.38387096775
2021-03-10,180271.38387096775
2021-03-11,180271.38387096775
2021-03-12,180271.38387096775
2021-03-13,180271.38387096775
2021-03-14,180271.38387096775
2021-03-15,180271.38387096775
2021-03-16,180271.38387096775
2021-03-17,180271.38387096775
2021-03-18,180271.38387096775
2021-03-19,180271.38387096775
2021-03-20,180271.38387096775
2021-03-21,180271.38387096775
2021-03-22,180271.38387096775
2021-03-23,180271.38387096775
2021-03-24,180271.38387096775
2021-03-25,180271.38387096775
2021-03-26,180271.38387096775
2021-03-27,180271.38387096775
2021-03-28,180271.38387096775
2021-03-29,180271.38387096775
2021-03-30,180271.38387096775
2021-03-31,180271.38387096775
2021-04-01,175813.33333333334
2021-04-02,175813.33333333334
2021-04-03,175813.33333333334
2021-04-04,175813.33333333334
2021-04-05,175813.33333333334
2021-04-06,175813.33333333334
2021-04-07,175813.33333333334
2021-04-08,175813.33333333334
2021-04-09,175813.33333333334
2021-04-10,175813.33333333334
2021-04-11,175813.33333333334
2021-04-12,175813.33333333334
2021-04-13,175813.33333333334
2021-04-14,175813.33333333334
2021-04-15,175813.33333333334
2021-04-16,175813.33333333334
2021-04-17,175813.33333333334
2021-04-18,175813.33333333334
2021-04-19,175813.33333333334
2021-04-20,175813.33333333334
2021-04-21,175813.33333333334
2021-04-22,175813.33333333334
2021-04-23,175813.33333333334
2021-04-24,175813.33333333334
2021-04-25,175813.33333333334
2021-04-26,175813.33333333334
2021-04-27,175813.33333333334
2021-04-28,175813.33333333334
2021-04-29,175813.33333333334
2021-04-30,175813.33333333334
2021-05-01,169231.40322580645
2021-05-02,169231.40322580645
2021-05-03,169231.40322580645
2021-05-04,169231.40322580645
2021-05-05,169231.40322580645
2021-05-06,169231.40322580645
2021-05-07,169231.40322580645
2021-05-08,169231.40322580645
2021-05-09,169231.40322580645
2021-05-10,169231.40322580645
2021-05-11,169231.40322580645
2021-05-12,169231.40322580645
2021-05-13,169231.40322580645
2021-05-14,169231.40322580645
2021-05-15,169231.40322580645
2021-05-16,169231.40322580645
2021-05-17,169231.40322580645
2021-05-18,169231.40322580645
2021-05-19,169231.40322580645
2021-05-20,169231.40322580645
2021-05-21,169231.40322580645
2021-05-22,169231.40322580645
2021-05-23,169231.40322580645
2021-05-24,169231.40322580645
2021-05-25,169231.40322580645
2021-05-26,169231.40322580645
2021-05-27,169231.40322580645
2021-05-28,169231.40322580645
2021-05-29,169231.40322580645
2021-05-30,169231.40322580645
2021-05-31,169231.40322580645
2021-06-01,169982.47333333333
2021-06-02,169982.47333333333
2021-06-03,169982.47333333333
2021-06-04,169982.47333333333
2021-06-05,169982.47333333333
2021-06-06,169982.47333333333
2021-06-07,169982.47333333333
2021-06-08,169982.47333333333
2021-06-09,169982.47333333333
2021-06-10,169982.47333333333
2021-06-11,169982.47333333333
2021-06-12,169982.47333333333
2021-06-13,169982.47333333333
2021-06-14,169982.47333333333
2021-06-15,169982.47333333333
2021-06-16,169982.47333333333
2021-06-17,169982.47333333333
2021-06-18,169982.47333333333
2021-06-19,169982.47333333333
2021-06-20,169982.47333333333
2021-06-21,169982.47333333333
2021-06-22,169982.47333333333
2021-06-23,169982.47333333333
2021-06-24,169982.47333333333
2021-06-25,169982.47333333333
2021-06-26,169982.47333333333
2021-06-27,169982.47333333333
2021-06-28,169982.47333333333
2021-06-29,169982.47333333333
2021-06-30,169982.47333333333
2021-07-01,171417.9387096774
2021-07-02,171417.9387096774
2021-07-03,171417.9387096774
2021-07-04,171417.9387096774
2021-07-05,171417.9387096774
2021-07-06,171417.9387096774
2021-07-07,171417.9387096774
2021-07-08,171417.9387096774
2021-07-09,171417.9387096774
2021-07-10,171417.9387096774
2021-07-11,171417.9387096774
2021-07-12,171417.9387096774
2021-07-13,171417.9387096774
2021-07-14,171417.9387096774
2021-07-15,171417.9387096774
2021-07-16,171417.9387096774
2021-07-17,171417.9387096774
2021-07-18,171417.9387096774
2021-07-19,171417.9387096774
2021-07-20,171417.9387096774
2021-07-21,171417.9387096774
2021-07-22,171417.9387096774
2021-07-23,171417.9387096774
2021-07-24,171417.9387096774
2021-07-25,171417.9387096774
2021-07-26,171417.9387096774
2021-07-27,171417.9387096774
2021-07-28,171417.9387096774
2021-07-29,171417.9387096774
2021-07-30,171417.9387096774
2021-07-31,171417.9387096774
