Date,gas_prod_vol_m3
2021-08-01,178816.78064516129
2021-08-02,178816.78064516129
2021-08-03,178816.78064516129
2021-08-04,178816.78064516129
2021-08-05,178816.78064516129
2021-08-06,178816.78064516129
2021-08-07,178816.78064516129
2021-08-08,178816.78064516129
2021-08-09,178816.78064516129
2021-08-10,178816.78064516129
2021-08-11,178816.78064516129
2021-08-12,178816.78064516129
2021-08-13,178816.78064516129
2021-08-14,178816.78064516129
2021-08-15,178816.78064516129
2021-08-16,178816.78064516129
2021-08-17,178816.78064516129
2021-08-18,178816.78064516129
2021-08-19,178816.78064516129
2021-08-20,178816.78064516129
2021-08-21,178816.78064516129
2021-08-22,178816.78064516129
2021-08-23,178816.78064516129
2021-08-24,178816.78064516129
2021-08-25,178816.78064516129
2021-08-26,178816.78064516129
2021-08-27,178816.78064516129
2021-08-28,178816.78064516129
2021-08-29,178816.78064516129
2021-08-30,178816.78064516129
2021-08-31,178816.78064516129
2021-09-01,182590.16333333336
2021-09-02,182590.16333333336
2021-09-03,182590.16333333336
2021-09-04,182590.16333333336
2021-09-05,182590.16333333336
2021-09-06,182590.16333333336
2021-09-07,182590.16333333336
2021-09-08,182590.16333333336
2021-09-09,182590.16333333336
2021-09-10,182590.16333333336
2021-09-11,182590.16333333336
2021-09-12,182590.16333333336
2021-09-13,182590.16333333336
2021-09-14,182590.16333333336
2021-09-15,182590.16333333336
2021-09-16,182590.16333333336
2021-09-17,182590.16333333336
2021-09-18,182590.16333333336
2021-09-19,182590.16333333336
2021-09-20,182590.16333333336
2021-09-21,182590.16333333336
2021-09-22,182590.16333333336
2021-09-23,182590.16333333336
2021-09-24,182590.16333333336
2021-09-25,182590.16333333336
2021-09-26,182590.16333333336
2021-09-27,182590.16333333336
2021-09-28,182590.16333333336
2021-09-29,182590.16333333336
2021-09-30,182590.16333333336
2021-10-01,177202.72903225807
2021-10-02,177202.72903225807
2021-10-03,177202.72903225807
2021-10-04,177202.72903225807
2021-10-05,177202.72903225807
2021-10-06,177202.72903225807
2021-10-07,177202.72903225807
2021-10-08,177202.72903225807
2021-10-09,177202.72903225807
2021-10-10,177202.72903225807
2021-10-11,177202.72903225807
2021-10-12,177202.72903225807
2021-10-13,177202.72903225807
2021-10-14,177202.72903225807
2021-10-15,177202.72903225807
2021-10-16,177202.72903225807
2021-10-17,177202.72903225807
2021-10-18,177202.72903225807
2021-10-19,177202.72903225807
2021-10-20,177202.72903225807
2021-10-21,177202.72903225807
2021-10-22,177202.72903225807
2021-10-23,177202.72903225807
2021-10-24,177202.72903225807
2021-10-25,177202.72903225807
2021-10-26,177202.72903225807
2021-10-27,177202.72903225807
2021-10-28,177202.72903225807
2021-10-29,177202.72903225807
2021-10-30,177202.72903225807
2021-10-31,177202.72903225807
2021-11-01,195808.15
2021-11-02,195808.15
2021-11-03,195808.15
2021-11-04,195808.15
2021-11-05,195808.15
2021-11-06,195808.15
2021-11-07,195808.15
2021-11-08,195808.15
2021-11-09,195808.15
2021-11-10,195808.15
2021-11-11,195808.15
2021-11-12,195808.15
2021-11-13,195808.15
2021-11-14,195808.15
2021-11-15,195808.15
2021-11-16,195808.15
2021-11-17,195808.15
2021-11-18,195808.15
2021-11-19,195808.15
2021-11-20,195808.15
2021-11-21,195808.15
2021-11-22,195808.15
2021-11-23,195808.15
2021-11-24,195808.15
2021-11-25,195808.15
2021-11-26,195808.15
2021-11-27,195808.15
2021-11-28,195808.15
2021-11-29,195808.15
2021-11-30,195808.15
2021-12-01,197774.00645161292
2021-12-02,197774.00645161292
2021-12-03,197774.00645161292
2021-12-04,197774.00645161292
2021-12-05,197774.00645161292
2021-12-06,197774.00645161292
2021-12-07,197774.00645161292
2021-12-08,197774.00645161292
2021-12-09,197774.00645161292
2021-12-10,197774.00645161292
2021-12-11,197774.00645161292
2021-12-12,197774.00645161292
2021-12-13,197774.00645161292
2021-12-14,197774.00645161292
2021-12-15,197774.00645161292
2021-12-16,197774.00645161292
2021-12-17,197774.00645161292
2021-12-18,197774.00645161292
2021-12-19,197774.00645161292
2021-12-20,197774.00645161292
2021-12-21,197774.00645161292
2021-12-22,197774.00645161292
2021-12-23,197774.00645161292
2021-12-24,197774.00645161292
2021-12-25,197774.00645161292
2021-12-26,197774.00645161292
2021-12-27,197774.00645161292
2021-12-28,197774.00645161292
2021-12-29,197774.00645161292
2021-12-30,197774.00645161292
2021-12-31,197774.00645161292
